id,ability,comment,evol_cost,evol_next,form_cost,form_next,generation,height_m,rate_capture,rate_female,rate_flee,rate_male,rate_spawn,skills,spawn,tier,type1,type2,weight_kg
0757,"['corrosion', 'oblivious']",야도뇽,['candy_45+female'],['0758'],[],[],7,0.6,0.47,0.12,0.3,0.88,50,[],['land'],common,poison,fire,4.8
0758,"['corrosion', 'oblivious']",염뉴트,[],[],[],[],7,1.2,0.18,1.0,0.3,0.0,50,[],['land'],rare,poison,fire,22.2
0759,"['fluffy', 'klutz', 'cute-charm']",포곰곰,['candy_70'],['0760'],[],[],7,0.5,0.55,0.5,0.3,0.5,50,['move_strength'],['land'],common,normal,fighting,6.8
0760,"['fluffy', 'klutz', 'unnerve']",이븐곰,[],[],[],[],7,2.1,0.27,0.5,0.3,0.5,50,['move_strength'],['land'],rare,normal,fighting,135.0
0761,"['leaf-guard', 'oblivious', 'sweet-veil']",달콤아,['candy_40'],['0762'],[],[],7,0.3,0.92,1.0,0.3,0.0,50,[],['land'],common,grass,,3.2
0762,"['leaf-guard', 'oblivious', 'sweet-veil']",달무리나,['move_stomp'],['0763'],[],[],7,0.7,0.47,1.0,0.3,0.0,50,[],['land'],rare,grass,,8.2
0763,"['leaf-guard', 'queenly_majesty', 'sweet-veil']",달코퀸,[],[],[],[],7,1.2,0.18,1.0,0.3,0.0,50,[],['land'],epic,grass,,21.4
0764,"['flower-veil', 'triage', 'natural-cure']",큐아링,[],[],[],[],7,0.1,0.24,0.75,0.3,0.25,50,['move_defog'],['land'],common,fairy,,0.3
0765,"['inner-focus', 'telepathy', 'symbiosis']",하랑우탄,[],[],[],[],7,1.5,0.18,0.5,0.3,0.5,50,[],['land'],common,normal,psychic,76.0
0766,"['receiver', 'defiant']",내던숭이,[],[],[],[],7,2.0,0.18,0.5,0.3,0.5,50,['move_rock-smash'],['land'],common,fighting,,82.8
0767,['wimp-out'],꼬시레,['candy_80'],['0768'],[],[],7,0.5,0.35,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall']",['water'],common,bug,water,12.0
0768,['emergency-exit'],갑주무사,[],[],[],[],7,2.0,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],rare,bug,water,108.0
0768-mega,[],갑주무사,[],[],[],[],7,2.3,0.18,0.5,0.3,0.5,50,[],['land'],rare,bug,steel,148.0
0769,"['water-compaction', 'sand-veil']",모래꿍,['candy_60'],['0770'],[],[],7,0.5,0.55,0.5,0.3,0.5,50,[],['land'],common,ghost,ground,70.0
0770,"['water-compaction', 'sand-veil']",모래성이당,[],[],[],[],7,1.3,0.24,0.5,0.3,0.5,50,[],['land'],rare,ghost,ground,250.0
0771,"['innards-out', 'unaware']",해무기,[],[],[],[],7,0.3,0.24,0.5,0.3,0.5,50,[],['water'],common,water,,1.2
0772,['battle-armor'],타입:널,['friendship_160'],['0773'],[],[],7,1.9,0.01,0.0,0.3,0.0,50,[],['land'],legendary,normal,,120.5
0773,['rks-system'],실버디,[],[],[],[],7,2.3,0.01,0.0,0.3,0.0,50,"['move_surf', 'move_defog']",['land'],legendary,normal,,100.5
0774,['shields-down'],메테노,[],[],[],[],7,,0.12,0.0,0.3,0.0,50,[],['land'],rare,rock,flying,
0774-orange,['shields-down'],메테노,[],[],[],[],7,0.3,0.12,0.0,0.3,0.0,50,[],['land'],rare,rock,flying,0.3
0774-yellow,['shields-down'],메테노,[],[],[],[],7,0.3,0.12,0.0,0.3,0.0,50,[],['land'],rare,rock,flying,0.3
0774-green,['shields-down'],메테노,[],[],[],[],7,0.3,0.12,0.0,0.3,0.0,50,[],['land'],rare,rock,flying,0.3
0774-blue,['shields-down'],메테노,[],[],[],[],7,0.3,0.12,0.0,0.3,0.0,50,[],['land'],rare,rock,flying,0.3
0774-indigo,['shields-down'],메테노,[],[],[],[],7,0.3,0.12,0.0,0.3,0.0,50,[],['land'],rare,rock,flying,0.3
0774-violet,['shields-down'],메테노,[],[],[],[],7,0.3,0.12,0.0,0.3,0.0,50,[],['land'],rare,rock,flying,0.3
0775,['comatose'],자말라,[],[],[],[],7,0.4,0.18,0.5,0.3,0.5,50,[],['land'],common,normal,,19.9
0776,['shell-armor'],폭거북스,[],[],[],[],7,2.0,0.27,0.5,0.3,0.5,50,[],['land'],rare,fire,dragon,212.0
0777,"['iron-barbs', 'lightning-rod', 'sturdy']",토게데마루,[],[],[],[],7,0.3,0.71,0.5,0.3,0.5,50,[],['land'],common,electric,steel,3.3
0778,['disguise'],따라큐,[],[],[],[],7,,0.18,0.5,0.3,0.5,50,[],['land'],epic,ghost,fairy,
0779,"['dazzling', 'strong-jaw', 'wonder-skin']",치갈기,[],[],[],[],7,0.9,0.31,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall']",['water'],common,water,psychic,19.0
0780,"['berserk', 'sap-sipper', 'cloud-nine']",할비롱,[],[],[],[],7,3.0,0.27,0.5,0.3,0.5,50,"['move_surf', 'move_defog', 'move_fly']",['land'],epic,normal,dragon,185.0
0780-mega,[],할비롱,[],[],[],[],7,3.0,0.27,0.5,0.3,0.5,50,[],['land'],epic,normal,dragon,240.5
0781,['steelworker'],타타륜,[],[],[],[],7,3.9,0.1,0.0,0.3,0.0,50,['move_surf'],['land'],rare,ghost,grass,210.0
0782,"['bulletproof', 'soundproof', 'overcoat']",짜랑꼬,['candy_50'],['0783'],[],[],7,0.6,0.18,0.5,0.3,0.5,50,[],['land'],rare,dragon,,29.7
0783,"['bulletproof', 'soundproof', 'overcoat']",짜랑고우,['candy_75'],['0784'],[],[],7,1.2,0.18,0.5,0.3,0.5,50,[],['land'],rare,dragon,fighting,47.0
0784,"['bulletproof', 'soundproof', 'overcoat']",짜랑고우거,[],[],[],[],7,1.6,0.18,0.5,0.3,0.5,50,[],['land'],epic,dragon,fighting,78.2
0785,"['electric-surge', 'telepathy']",카푸꼬꼬꼭,[],[],[],[],7,1.8,0.01,0.0,0.3,0.0,50,"['move_mean-look', 'move_defog', 'move_fly']",['land'],legendary,electric,fairy,20.5
0786,"['psychic-surge', 'telepathy']",카푸나비나,[],[],[],[],7,1.2,0.01,0.0,0.3,0.0,50,['move_mean-look'],['land'],legendary,psychic,fairy,18.6
0787,"['grassy-surge', 'telepathy']",카푸브루루,[],[],[],[],7,1.9,0.01,0.0,0.3,0.0,50,"['move_mean-look', 'move_rock-smash']",['land'],legendary,grass,fairy,45.5
0788,"['misty-surge', 'telepathy']",카푸느지느,[],[],[],[],7,1.3,0.01,0.0,0.3,0.0,50,"['move_surf', 'move_mean-look', 'move_defog', 'move_waterfall', 'move_dive']",['water'],legendary,water,fairy,21.2
0789,['unaware'],코스모그,['candy_70'],['0790'],[],[],7,0.2,0.18,0.0,0.3,0.0,50,[],['land'],legendary,psychic,,0.1
0790,['sturdy'],코스모움,"['candy_140', 'candy_140']","['0791', '0792']",[],[],7,0.1,0.18,0.0,0.3,0.0,50,[],['land'],legendary,psychic,,999.9
0791,['full_metal-body'],솔가레오,[],[],[],[],7,3.4,0.18,0.0,0.3,0.0,50,[],['land'],legendary,psychic,steel,230.0
0792,['shadow-shield'],루나아라,[],[],[],[],7,4.0,0.18,0.0,0.3,0.0,50,"['move_defog', 'move_fly']",['land'],legendary,psychic,ghost,120.0
0793,['beast-boost'],텅비드,[],[],[],[],7,1.2,0.18,0.0,0.3,0.0,50,[],['land'],epic,rock,poison,55.5
0794,['beast-boost'],매시붕,[],[],[],[],7,2.4,0.18,0.0,0.3,0.0,50,[],['land'],epic,bug,fighting,333.6
0795,['beast-boost'],페로코체,[],[],[],[],7,1.8,0.18,0.0,0.3,0.0,50,[],['land'],epic,bug,fighting,25.0
0796,['beast-boost'],전수목,[],[],[],[],7,3.8,0.18,0.0,0.3,0.0,50,[],['land'],epic,electric,,100.0
0797,['beast-boost'],철화구야,[],[],[],[],7,9.2,0.18,0.0,0.3,0.0,50,['move_fly'],['land'],epic,steel,flying,999.9
0798,['beast-boost'],종이신도,[],[],[],[],7,0.3,0.18,0.0,0.3,0.0,50,"['move_defog', 'move_cut']",['land'],epic,grass,steel,0.1
0799,['beast-boost'],악식킹,[],[],[],[],7,5.5,0.18,0.0,0.3,0.0,50,[],['land'],epic,dark,dragon,888.0
0800,['prism-armor'],네크로즈마,[],[],[],[],7,2.4,1.0,0.0,0.3,0.0,50,[],['land'],legendary,psychic,,230.0
0800-dusk,['prism-armor'],네크로즈마,[],[],[],[],7,3.8,1.0,0.0,0.3,0.0,50,[],['land'],legendary,psychic,steel,460.0
0800-dawn,['prism-armor'],네크로즈마,[],[],[],[],7,,1.0,0.0,0.3,0.0,50,[],['land'],legendary,psychic,ghost,
0800-ultra,['neuroforce'],네크로즈마,[],[],[],[],7,7.5,1.0,0.0,0.3,0.0,50,[],['land'],legendary,psychic,dragon,230.0
0801,['soul-heart'],마기아나,[],[],[],[],7,1.0,0.01,0.0,0.3,0.0,50,[],['land'],legendary,steel,fairy,80.5
0801-original,['soul-heart'],마기아나,[],[],[],[],7,,0.01,0.0,0.3,0.0,50,[],['land'],legendary,steel,fairy,
0802,['technician'],마샤도,[],[],[],[],7,0.7,0.01,0.0,0.3,0.0,50,[],['land'],legendary,fighting,ghost,22.2
0803,['beast-boost'],베베놈,['move_dragon-pulse'],['0804'],[],[],7,0.6,0.18,0.0,0.3,0.0,50,[],['land'],epic,poison,,1.8
0804,['beast-boost'],아고용,[],[],[],[],7,3.6,0.18,0.0,0.3,0.0,50,['move_fly'],['land'],epic,poison,dragon,150.0
0805,['beast-boost'],차곡차곡,[],[],[],[],7,5.5,0.12,0.0,0.3,0.0,50,[],['land'],epic,rock,steel,820.0
0806,['beast-boost'],두파팡,[],[],[],[],7,1.8,0.12,0.0,0.3,0.0,50,[],['land'],epic,fire,ghost,13.0
0807,['volt-absorb'],제라오라,[],[],[],[],7,1.5,0.01,0.0,0.3,0.0,50,[],['land'],legendary,electric,,44.5
0807-mega,[],제라오라,[],[],[],[],7,1.5,0.01,0.0,0.3,0.0,50,[],['land'],legendary,electric,,44.5
0808,['magnet-pull'],멜탄,[],[],[],[],7,0.2,0.01,0.0,0.3,0.0,50,[],['land'],legendary,steel,,8.0
0809,['iron-fist'],멜메탈,[],[],[],[],7,2.5,0.01,0.0,0.3,0.0,50,[],['land'],legendary,steel,,800.0
0809-gmax,['iron-fist'],멜메탈,[],[],[],[],7,25.0,0.01,0.0,0.3,0.0,50,[],['land'],legendary,steel,,1000.0
0810,"['overgrow', 'grassy-surge']",흥나숭,['candy_50'],['0811'],[],[],8,0.3,0.18,0.12,0.3,0.88,50,['move_strength'],['land'],epic,grass,,5.0
0811,"['overgrow', 'grassy-surge']",채키몽,['candy_100'],['0812'],[],[],8,0.7,0.18,0.12,0.3,0.88,50,['move_strength'],['land'],epic,grass,,14.0
0812,"['overgrow', 'grassy-surge']",고릴타,[],[],[],[],8,2.1,0.18,0.12,0.3,0.88,50,['move_strength'],['land'],epic,grass,,90.0
0812-gmax,"['overgrow', 'grassy-surge']",고릴타,[],[],[],[],8,28.0,0.18,0.12,0.3,0.88,50,[],['land'],epic,grass,,1000.0
0813,"['blaze', 'libero']",염버니,['candy_50'],['0814'],[],[],8,0.3,0.18,0.12,0.3,0.88,50,[],['land'],epic,fire,,4.5
0814,"['blaze', 'libero']",래비풋,['candy_100'],['0815'],[],[],8,0.6,0.18,0.12,0.3,0.88,50,[],['land'],epic,fire,,9.0
0815,"['blaze', 'libero']",에이스번,[],[],[],[],8,1.4,0.18,0.12,0.3,0.88,50,[],['land'],epic,fire,,33.0
0815-gmax,"['blaze', 'libero']",에이스번,[],[],[],[],8,27.0,0.18,0.12,0.3,0.88,50,[],['land'],epic,fire,,1000.0
0816,"['torrent', 'sniper']",울머기,['candy_50'],['0817'],[],[],8,0.3,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],epic,water,,4.0
0817,"['torrent', 'sniper']",누겔레온,['candy_100'],['0818'],[],[],8,0.7,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],epic,water,,11.5
0818,"['torrent', 'sniper']",인텔리레온,[],[],[],[],8,1.9,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],epic,water,,45.2
0818-gmax,"['torrent', 'sniper']",인텔리레온,[],[],[],[],8,40.0,0.18,0.12,0.3,0.88,50,[],['water'],epic,water,,1000.0
0819,"['cheek-pouch', 'gluttony']",탐리스,['candy_24'],['0820'],[],[],8,0.3,1.0,0.5,0.3,0.5,50,[],['land'],common,normal,,2.5
0820,"['cheek-pouch', 'gluttony']",요씽리스,[],[],[],[],8,0.6,0.35,0.5,0.3,0.5,50,[],['land'],rare,normal,,6.0
0821,"['keen-eye', 'unnerve', 'big-pecks']",파라꼬,['candy_35'],['0822'],[],[],8,0.2,1.0,0.5,0.3,0.5,50,"['move_defog', 'move_rock-smash', 'move_fly']",['land'],common,flying,,1.8
0822,"['keen-eye', 'unnerve', 'big-pecks']",파크로우,['candy_70'],['0823'],[],[],8,0.8,0.47,0.5,0.3,0.5,50,['move_fly'],['land'],rare,flying,,16.0
0823,"['pressure', 'unnerve', 'mirror-armor']",아머까오,[],[],[],[],8,2.2,0.18,0.5,0.3,0.5,50,"['move_defog', 'move_rock-smash', 'move_fly']",['land'],epic,flying,steel,75.0
0823-gmax,"['pressure', 'unnerve', 'mirror-armor']",아머까오,[],[],[],[],8,14.0,0.18,0.5,0.3,0.5,50,[],['land'],epic,flying,steel,1000.0
0824,"['swarm', 'compound-eyes', 'telepathy']",두루지벌레,['candy_25'],['0825'],[],[],8,0.4,1.0,0.5,0.3,0.5,50,[],['land'],common,bug,,8.0
0825,"['swarm', 'compound-eyes', 'telepathy']",레돔벌레,['candy_50'],['0826'],[],[],8,,0.47,0.5,0.3,0.5,50,[],['land'],rare,bug,psychic,
0826,"['swarm', 'frisk', 'telepathy']",이올브,[],[],[],[],8,0.4,0.18,0.5,0.3,0.5,50,[],['land'],epic,bug,psychic,40.8
0826-gmax,"['swarm', 'frisk', 'telepathy']",이올브,[],[],[],[],8,14.0,0.18,0.5,0.3,0.5,50,[],['land'],epic,bug,psychic,1000.0
0827,"['run-away', 'unburden', 'stakeout']",훔처우,['candy_50'],['0828'],[],[],8,0.6,1.0,0.5,0.3,0.5,50,[],['land'],common,dark,,8.9
0828,"['run-away', 'unburden', 'stakeout']",폭슬라이,[],[],[],[],8,1.2,0.5,0.5,0.3,0.5,50,[],['land'],rare,dark,,19.9
0829,"['cotton-down', 'regenerator', 'effect-spore']",꼬모카,['candy_50'],['0830'],[],[],8,0.4,0.75,0.5,0.3,0.5,50,[],['land'],common,grass,,2.2
0830,"['cotton-down', 'regenerator', 'effect-spore']",백솜모카,[],[],[],[],8,0.5,0.29,0.5,0.3,0.5,50,[],['land'],rare,grass,,2.5
0831,"['fluffy', 'run-away', 'bulletproof']",우르,['candy_60'],['0832'],[],[],8,0.6,1.0,0.5,0.3,0.5,50,[],['land'],common,normal,,6.0
0832,"['fluffy', 'steadfast', 'bulletproof']",배우르,[],[],[],[],8,1.3,0.5,0.5,0.3,0.5,50,[],['land'],rare,normal,,43.0
0833,"['strong-jaw', 'shell-armor', 'swift-swim']",깨물부기,['candy_50'],['0834'],[],[],8,0.3,1.0,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,8.5
0834,"['strong-jaw', 'shell-armor', 'swift-swim']",갈가부기,[],[],[],[],8,1.0,0.29,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,rock,115.5
0834-gmax,"['strong-jaw', 'shell-armor', 'swift-swim']",갈가부기,[],[],[],[],8,24.0,0.29,0.5,0.3,0.5,50,[],['water'],rare,water,rock,1000.0
0835,"['ball-fetch', 'rattled']",멍파치,['candy_50'],['0836'],[],[],8,0.3,1.0,0.5,0.3,0.5,50,[],['land'],common,electric,,13.5
0836,"['strong-jaw', 'competitive']",펄스멍,[],[],[],[],8,1.0,0.18,0.5,0.3,0.5,50,[],['land'],rare,electric,,34.0
0837,"['steam-engine', 'heatproof', 'flash-fire']",탄동,['candy_25'],['0838'],[],[],8,0.3,1.0,0.5,0.3,0.5,50,[],['land'],common,rock,,12.0
0838,"['steam-engine', 'flame-body', 'flash-fire']",탄차곤,['candy_60'],['0839'],[],[],8,1.1,0.47,0.5,0.3,0.5,50,[],['land'],rare,rock,fire,78.0
0839,"['steam-engine', 'flame-body', 'flash-fire']",석탄산,[],[],[],[],8,2.8,0.18,0.5,0.3,0.5,50,[],['land'],epic,rock,fire,310.5
0839-gmax,"['steam-engine', 'flame-body', 'flash-fire']",석탄산,[],[],[],[],8,42.0,0.18,0.5,0.3,0.5,50,[],['land'],epic,rock,fire,1000.0
0840,"['ripen', 'gluttony', 'bulletproof']",과사삭벌레,"['tart-apple', 'sweet-apple', 'syrupy-apple']","['0841', '0842', '1011']",[],[],8,0.2,1.0,0.5,0.3,0.5,50,[],['land'],common,grass,dragon,0.5
0841,"['ripen', 'gluttony', 'hustle']",애프룡,[],[],[],[],8,0.3,0.18,0.5,0.3,0.5,50,['move_fly'],['land'],rare,grass,dragon,1.0
0841-gmax,"['ripen', 'gluttony', 'hustle']",애프룡,[],[],[],[],8,24.0,0.18,0.5,0.3,0.5,50,[],['land'],rare,grass,dragon,1000.0
0842,"['ripen', 'gluttony', 'thick-fat']",단지래플,[],[],[],[],8,0.4,0.18,0.5,0.3,0.5,50,[],['land'],rare,grass,dragon,13.0
0842-gmax,"['ripen', 'gluttony', 'thick-fat']",단지래플,[],[],[],[],8,24.0,0.18,0.5,0.3,0.5,50,[],['land'],rare,grass,dragon,1000.0
0843,"['sand-spit', 'shed-skin', 'sand-veil']",모래뱀,['candy_45'],['0844'],[],[],8,2.2,1.0,0.5,0.3,0.5,50,[],['land'],common,ground,,7.6
0844,"['sand-spit', 'shed-skin', 'sand-veil']",사다이사,[],[],[],[],8,3.8,0.47,0.5,0.3,0.5,50,[],['land'],rare,ground,,65.5
0844-gmax,"['sand-spit', 'shed-skin', 'sand-veil']",사다이사,[],[],[],[],8,22.0,0.47,0.5,0.3,0.5,50,[],['land'],rare,ground,,1000.0
0845,['gulp_missile'],윽우지,[],[],[],[],8,0.8,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_defog', 'move_dive', 'move_fly']",['water'],rare,flying,water,18.0
0845-gulping,['gulp_missile'],윽우지,[],[],[],[],8,0.8,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_defog', 'move_dive', 'move_fly']",['water'],rare,flying,water,18.0
0845-gorging,['gulp_missile'],윽우지,[],[],[],[],8,0.8,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_defog', 'move_dive', 'move_fly']",['water'],rare,flying,water,18.0
0846,"['swift-swim', 'propeller-tail']",찌로꼬치,['candy_50'],['0847'],[],[],8,0.5,1.0,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,1.0
0847,"['swift-swim', 'propeller-tail']",꼬치조,[],[],[],[],8,1.3,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,,30.0
0848,"['rattled', 'static', 'klutz']",일레즌,['candy_50'],['0849'],[],[],8,0.4,0.29,0.5,0.3,0.5,50,[],['land'],rare,electric,poison,11.0
0849,"['punk-rock', 'plus', 'technician']",스트린더,[],[],[],[],8,,0.18,0.5,0.3,0.5,50,[],['land'],epic,electric,poison,
0849-low-key,"['punk-rock', 'minus', 'technician']",스트린더,[],[],[],[],8,1.6,0.18,0.5,0.3,0.5,50,[],['land'],epic,electric,poison,40.0
0849-amped-gmax,"['punk-rock', 'plus', 'technician']",스트린더,[],[],[],[],8,24.0,0.18,0.5,0.3,0.5,50,[],['land'],epic,electric,poison,1000.0
0849-low-key-gmax,"['punk-rock', 'minus', 'technician']",스트린더,[],[],[],[],8,24.0,0.18,0.5,0.3,0.5,50,[],['land'],epic,electric,poison,1000.0
0850,"['flash-fire', 'white-smoke', 'flame-body']",태우지네,['candy_60'],['0851'],[],[],8,0.7,0.75,0.5,0.3,0.5,50,[],['land'],rare,fire,bug,1.0
0851,"['flash-fire', 'white-smoke', 'flame-body']",다태우지네,[],[],[],[],8,3.0,0.29,0.5,0.3,0.5,50,[],['land'],epic,fire,bug,120.0
0851-gmax,"['flash-fire', 'white-smoke', 'flame-body']",다태우지네,[],[],[],[],8,75.0,0.29,0.5,0.3,0.5,50,[],['land'],epic,fire,bug,1000.0
0852,"['limber', 'technician']",때때무노,['move_taunt'],['0853'],[],[],8,0.6,0.71,0.5,0.3,0.5,50,"['move_rock-smash', 'move_waterfall', 'move_dive']",['land'],common,fighting,,4.0
0853,"['limber', 'technician']",케오퍼스,[],[],[],[],8,1.6,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_waterfall', 'move_dive']",['land'],rare,fighting,,39.0
0854,"['weak-armor', 'cursed-body']",데인차,"['cracked-pot', 'chipped-pot']","['0855', '0855']",[],[],8,0.1,0.47,0.0,0.3,0.0,50,[],['land'],common,ghost,,0.2
0855,"['weak-armor', 'cursed-body']",포트데스,[],[],[],[],8,0.2,0.24,0.0,0.3,0.0,50,[],['land'],rare,ghost,,0.4
0856,"['healer', 'anticipation', 'magic-bounce']",몸지브림,['candy_45'],['0857'],[],[],8,0.4,0.92,1.0,0.3,0.0,50,[],['land'],common,psychic,,3.4
0857,"['healer', 'anticipation', 'magic-bounce']",손지브림,['candy_75'],['0858'],[],[],8,0.6,0.47,1.0,0.3,0.0,50,[],['land'],rare,psychic,,4.8
0858,"['healer', 'anticipation', 'magic-bounce']",브리무음,[],[],[],[],8,2.1,0.18,1.0,0.3,0.0,50,[],['land'],epic,psychic,fairy,5.1
0858-gmax,"['healer', 'anticipation', 'magic-bounce']",브리무음,[],[],[],[],8,26.0,0.18,1.0,0.3,0.0,50,[],['land'],epic,psychic,fairy,1000.0
0859,"['ptierster', 'frisk', 'pickpocket']",메롱꿍,['candy_45'],['0860'],[],[],8,0.4,1.0,0.0,0.3,1.0,50,[],['land'],common,dark,fairy,5.5
0860,"['ptierster', 'frisk', 'pickpocket']",쏘겨모,['candy_80'],['0861'],[],[],8,0.8,0.47,0.0,0.3,1.0,50,[],['land'],rare,dark,fairy,12.5
0861,"['ptierster', 'frisk', 'pickpocket']",오롱털,[],[],[],[],8,1.5,0.18,0.0,0.3,1.0,50,[],['land'],epic,dark,fairy,61.0
0861-gmax,"['ptierster', 'frisk', 'pickpocket']",오롱털,[],[],[],[],8,32.0,0.18,0.0,0.3,1.0,50,[],['land'],epic,dark,fairy,1000.0
0862,"['reckless', 'guts', 'defiant']",가로막구리,[],[],[],[],8,1.6,0.18,0.5,0.3,0.5,50,['move_surf'],['land'],epic,dark,normal,46.0
0863,"['battle-armor', 'tough-claws', 'steely-spirit']",나이킹,[],[],[],[],8,0.8,0.35,0.5,0.3,0.5,50,[],['land'],rare,steel,,28.0
0864,"['weak-armor', 'perish-body']",산호르곤,[],[],[],[],8,1.0,0.12,0.75,0.3,0.25,50,['move_surf'],['land'],epic,ghost,,0.4
0865,"['steadfast', 'scrappy']",창파나이트,[],[],[],[],8,,0.18,0.5,0.3,0.5,50,"['move_defog', 'move_rock-smash']",['land'],epic,fighting,,
0866,"['tangled-feet', 'screen-cleaner', 'ice-body']",마임꽁꽁,[],[],[],[],8,1.5,0.18,0.5,0.3,0.5,50,[],['land'],epic,ice,psychic,58.2
0867,['wandering-spirit'],데스판,[],[],[],[],8,1.6,0.35,0.5,0.3,0.5,50,['move_mean-look'],['land'],epic,ground,ghost,66.6
0868,"['sweet-veil', 'aroma-veil']",마빌크,"['strawberry-sweet', 'berry-sweet', 'love-sweet', 'star-sweet', 'clover-sweet', 'flower-sweet', 'ribbon-sweet']","['0869', '0869', '0869', '0869', '0869', '0869', '0869']",[],[],8,0.2,0.78,1.0,0.3,0.0,50,[],['land'],common,fairy,,0.3
0869,"['sweet-veil', 'aroma-veil']",마휘핑,[],[],[],[],8,0.3,0.39,1.0,0.3,0.0,50,[],['land'],rare,fairy,,0.5
0869-gmax,"['sweet-veil', 'aroma-veil']",마휘핑,[],[],[],[],8,30.0,0.39,1.0,0.3,0.0,50,[],['land'],rare,fairy,,1000.0
0870,"['battle-armor', 'defiant']",대여르,[],[],[],[],8,3.0,0.18,0.0,0.3,0.0,50,['move_rock-smash'],['land'],common,fighting,,62.0
0870-mega,[],대여르,[],[],[],[],8,1.6,0.18,0.0,0.3,0.0,50,[],['land'],common,fighting,,99.0
0871,"['lightning-rod', 'electric-surge']",찌르성게,[],[],[],[],8,0.3,0.29,0.5,0.3,0.5,50,['move_surf'],['land'],common,electric,,1.0
0872,"['shield-dust', 'ice-scales']",누니머기,['friendship_220+time_night'],['0873'],[],[],8,0.3,0.75,0.5,0.3,0.5,50,[],['land'],common,ice,bug,3.8
0873,"['shield-dust', 'ice-scales']",모스노우,[],[],[],[],8,1.3,0.29,0.5,0.3,0.5,50,['move_defog'],['land'],rare,ice,bug,42.0
0874,['power-spot'],돌헨진,[],[],[],[],8,2.5,0.24,0.5,0.3,0.5,50,[],['land'],rare,rock,,520.0
0875,['ice-face'],빙큐보,[],[],[],[],8,,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['land'],common,ice,,
0875-noice,['ice-face'],빙큐보,[],[],[],[],8,1.4,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['land'],common,ice,,89.0
0876,"['inner-focus', 'synchronize', 'psychic-surge']",에써르,[],[],[],[],8,,0.12,0.5,0.3,0.5,50,[],['land'],common,psychic,normal,
0877,['hunger-switch'],모르페코,[],[],[],[],8,,0.71,0.5,0.3,0.5,50,[],['land'],common,electric,dark,
0877-hangry,['hunger-switch'],모르페코,[],[],[],[],8,0.3,0.71,0.5,0.3,0.5,50,[],['land'],common,electric,dark,3.0
0878,"['sheer-force', 'heavy_metal']",끼리동,['candy_100'],['0879'],[],[],8,1.2,0.75,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,steel,,100.0
0879,"['sheer-force', 'heavy_metal']",대왕끼리동,[],[],[],[],8,3.0,0.35,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],epic,steel,,650.0
0879-gmax,"['sheer-force', 'heavy_metal']",대왕끼리동,[],[],[],[],8,23.0,0.35,0.5,0.3,0.5,50,[],['land'],epic,steel,,1000.0
0880,"['volt-absorb', 'hustle', 'sand-rush']",파치래곤,[],[],[],[],8,1.8,0.18,0.0,0.3,0.0,50,[],['land'],rare,electric,dragon,190.0
0881,"['volt-absorb', 'static', 'slush-rush']",파치르돈,[],[],[],[],8,2.3,0.18,0.0,0.3,0.0,50,['move_surf'],['land'],rare,electric,ice,150.0
0882,"['water-absorb', 'strong-jaw', 'sand-rush']",어래곤,[],[],[],[],8,2.3,0.18,0.0,0.3,0.0,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,dragon,215.0
0883,"['water-absorb', 'ice-body', 'slush-rush']",어치르돈,[],[],[],[],8,2.0,0.18,0.0,0.3,0.0,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,ice,175.0
0884,"['light_metal', 'heavy_metal', 'stalwart']",두랄루돈,['metal-alloy'],['1018'],[],[],8,1.8,0.18,0.5,0.3,0.5,50,['move_rock-smash'],['land'],rare,steel,dragon,40.0
0884-gmax,"['light_metal', 'heavy_metal', 'stalwart']",두랄루돈,,['1018'],[],[],8,43.0,0.18,0.5,0.3,0.5,50,[],['land'],rare,steel,dragon,1000.0
