id,ability,comment,evol_cost,evol_next,form_cost,form_next,generation,height_m,rate_capture,rate_female,rate_flee,rate_male,skills,spawn,tier,type1,type2,weight_kg,growth_group,base_exp
742,"['honey-gather', 'shield-dust', 'sweet-veil']",에블리,['candy_25'],['0743'],[],[],7,0.1,0.6,0.5,0.35,0.5,['move_defog'],['land'],common,bug,fairy,0.2,medium_fast,61
743,"['honey-gather', 'shield-dust', 'sweet-veil']",에리본,[],[],[],[],7,0.2,0.23,0.5,0.45,0.5,['move_defog'],['land'],rare,bug,fairy,0.5,medium_fast,162
744,"['keen-eye', 'vital-spirit', 'steadfast']",암멍이,"['candy_50+time_day', 'candy_50+time_night']","['0745', '0745-midnight']",[],[],7,0.5,0.6,0.5,0.35,0.5,[],['land'],common,rock,,9.2,medium_fast,56
745,"['keen-eye', 'sand-rush', 'steadfast']",루가루암,[],[],[],[],7,,0.28,0.5,0.45,0.5,[],['land'],rare,rock,,,medium_fast,170
0745-midnight,"['keen-eye', 'vital-spirit', 'no-guard']",루가루암,[],[],[],[],7,1.1,0.28,0.5,0.45,0.5,[],['land'],rare,rock,,25.0,medium_fast,170
0745-dusk,['tough-claws'],루가루암,[],[],[],[],7,0.8,0.28,0.5,0.45,0.5,[],['land'],rare,rock,,25.0,medium_fast,170
746,['schooling'],약어리,[],[],[],[],7,,0.19,0.5,0.35,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,,fast,61
0746-school,['schooling'],약어리,[],[],[],[],7,8.2,0.19,0.5,0.35,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,78.6,fast,61
747,"['merciless', 'limber', 'regenerator']",시마사리,['candy_50'],['0748'],[],[],7,0.4,0.6,0.5,0.35,0.5,['move_surf'],"['land','water']",common,poison,water,8.0,medium_fast,61
748,"['merciless', 'limber', 'regenerator']",더시마사리,[],[],[],[],7,0.7,0.23,0.5,0.45,0.5,['move_surf'],"['land','water']",rare,poison,water,14.5,medium_fast,173
749,"['own-tempo', 'stamina', 'inner-focus']",머드나기,['candy_50'],['0750'],[],[],7,1.0,0.6,0.5,0.35,0.5,"['move_rock-smash', 'move_strength']",['land'],common,ground,,110.0,medium_fast,77
750,"['own-tempo', 'stamina', 'inner-focus']",만마드,[],[],[],[],7,2.5,0.19,0.5,0.45,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,ground,,920.0,medium_fast,175
751,"['water-bubble', 'water-absorb']",물거미,['candy_30'],['0752'],[],[],7,0.3,0.62,0.5,0.35,0.5,"['move_surf', 'move_waterfall']","['land','water']",common,water,bug,4.0,medium_fast,54
752,"['water-bubble', 'water-absorb']",깨비물거미,[],[],[],[],7,1.8,0.31,0.5,0.45,0.5,"['move_surf', 'move_waterfall', 'move_dive']","['land','water']",rare,water,bug,82.0,medium_fast,159
753,"['leaf-guard', 'contrary']",짜랑랑,['candy_40+time_day'],['0754'],[],[],7,0.3,0.6,0.5,0.35,0.5,['move_defog'],['land'],common,grass,,1.5,medium_fast,50
754,"['leaf-guard', 'contrary']",라란티스,[],[],[],[],7,0.9,0.23,0.5,0.45,0.5,['move_defog'],['land'],rare,grass,,18.5,medium_fast,168
755,"['illuminate', 'effect-spore', 'rain-dish']",자마슈,['candy_40'],['0756'],[],[],7,0.2,0.6,0.5,0.35,0.5,['move_flash'],['land'],common,grass,fairy,1.5,medium_fast,57
756,"['illuminate', 'effect-spore', 'rain-dish']",마셰이드,[],[],[],[],7,1.0,0.23,0.5,0.45,0.5,['move_flash'],['land'],rare,grass,fairy,11.5,medium_fast,142
757,"['corrosion', 'oblivious']",야도뇽,['candy_45+female'],['0758'],[],[],7,0.6,0.38,0.12,0.35,0.88,[],['land'],common,poison,fire,4.8,medium_fast,64
758,"['corrosion', 'oblivious']",염뉴트,[],[],[],[],7,1.2,0.14,1.0,0.45,0.0,[],['land'],rare,poison,fire,22.2,medium_fast,168
759,"['fluffy', 'klutz', 'cute-charm']",포곰곰,['candy_70'],['0760'],[],[],7,0.5,0.44,0.5,0.35,0.5,['move_strength'],['land'],common,normal,fighting,6.8,medium_fast,68
760,"['fluffy', 'klutz', 'unnerve']",이븐곰,[],[],[],[],7,2.1,0.22,0.5,0.45,0.5,['move_strength'],['land'],rare,normal,fighting,135.0,medium_fast,175
761,"['leaf-guard', 'oblivious', 'sweet-veil']",달콤아,['candy_40'],['0762'],[],[],7,0.3,0.74,1.0,0.35,0.0,[],['land'],common,grass,,3.2,medium_slow,42
762,"['leaf-guard', 'oblivious', 'sweet-veil']",달무리나,['move_stomp'],['0763'],[],[],7,0.7,0.38,1.0,0.45,0.0,[],['land'],rare,grass,,8.2,medium_slow,102
763,"['leaf-guard', 'queenly_majesty', 'sweet-veil']",달코퀸,[],[],[],[],7,1.2,0.14,1.0,0.6,0.0,[],['land'],epic,grass,,21.4,medium_slow,230
764,"['flower-veil', 'triage', 'natural-cure']",큐아링,[],[],[],[],7,0.1,0.19,0.75,0.35,0.25,['move_defog'],"['land','water']",common,fairy,,0.3,fast,170
765,"['inner-focus', 'telepathy', 'symbiosis']",하랑우탄,[],[],[],[],7,1.5,0.14,0.5,0.35,0.5,[],['land'],common,normal,psychic,76.0,slow,172
766,"['receiver', 'defiant']",내던숭이,[],[],[],[],7,2.0,0.14,0.5,0.35,0.5,['move_rock-smash'],['land'],common,fighting,,82.8,slow,172
767,['wimp-out'],꼬시레,['candy_80'],['0768'],[],[],7,0.5,0.28,0.5,0.35,0.5,"['move_surf', 'move_waterfall']",['water'],common,bug,water,12.0,medium_fast,46
768,['emergency-exit'],갑주무사,[],[],[],[],7,2.0,0.14,0.5,0.45,0.5,"['move_surf', 'move_rock-smash', 'move_waterfall', 'move_dive']","['land','water']",rare,bug,water,108.0,medium_fast,186
0768-mega,[],갑주무사,[],[],[],[],7,2.3,0.14,0.5,0.45,0.5,[],['land'],rare,bug,steel,148.0,medium_fast,186
769,"['water-compaction', 'sand-veil']",모래꿍,['candy_60'],['0770'],[],[],7,0.5,0.44,0.5,0.35,0.5,[],['land'],common,ghost,ground,70.0,medium_fast,64
770,"['water-compaction', 'sand-veil']",모래성이당,[],[],[],[],7,1.3,0.19,0.5,0.45,0.5,[],['land'],rare,ghost,ground,250.0,medium_fast,168
771,"['innards-out', 'unaware']",해무기,[],[],[],[],7,0.3,0.19,0.5,0.35,0.5,[],"['land','water']",common,water,,1.2,fast,144
772,['battle-armor'],타입:널,['friendship_160'],['0773'],[],[],7,1.9,0.01,0.0,0.75,0.0,[],['land'],legendary,normal,,120.5,slow,107
773,['rks-system'],실버디,[],[],[],[],7,2.3,0.01,0.0,0.75,0.0,"['move_surf', 'move_defog']",['land'],legendary,normal,,100.5,slow,257
774,['shields-down'],메테노,[],[],[],[],7,,0.1,0.0,0.45,0.0,[],['land'],rare,rock,flying,,medium_slow,154
0774-orange,['shields-down'],메테노,[],[],[],[],7,0.3,0.1,0.0,0.45,0.0,[],['land'],rare,rock,flying,0.3,medium_slow,154
0774-yellow,['shields-down'],메테노,[],[],[],[],7,0.3,0.1,0.0,0.45,0.0,[],['land'],rare,rock,flying,0.3,medium_slow,154
0774-green,['shields-down'],메테노,[],[],[],[],7,0.3,0.1,0.0,0.45,0.0,[],['land'],rare,rock,flying,0.3,medium_slow,154
0774-blue,['shields-down'],메테노,[],[],[],[],7,0.3,0.1,0.0,0.45,0.0,[],['land'],rare,rock,flying,0.3,medium_slow,154
0774-indigo,['shields-down'],메테노,[],[],[],[],7,0.3,0.1,0.0,0.45,0.0,[],['land'],rare,rock,flying,0.3,medium_slow,154
0774-violet,['shields-down'],메테노,[],[],[],[],7,0.3,0.1,0.0,0.45,0.0,[],['land'],rare,rock,flying,0.3,medium_slow,154
775,['comatose'],자말라,[],[],[],[],7,0.4,0.14,0.5,0.35,0.5,[],['land'],common,normal,,19.9,slow,168
776,['shell-armor'],폭거북스,[],[],[],[],7,2.0,0.22,0.5,0.45,0.5,[],['land'],rare,fire,dragon,212.0,medium_fast,170
777,"['iron-barbs', 'lightning-rod', 'sturdy']",토게데마루,[],[],[],[],7,0.3,0.57,0.5,0.35,0.5,[],['land'],common,electric,steel,3.3,medium_fast,152
778,['disguise'],따라큐,[],[],[],[],7,,0.14,0.5,0.6,0.5,[],['land'],epic,ghost,fairy,,medium_fast,167
779,"['dazzling', 'strong-jaw', 'wonder-skin']",치갈기,[],[],[],[],7,0.9,0.25,0.5,0.35,0.5,"['move_surf', 'move_waterfall']",['water'],common,water,psychic,19.0,medium_fast,166
780,"['berserk', 'sap-sipper', 'cloud-nine']",할비롱,[],[],[],[],7,3.0,0.2,0.5,0.6,0.5,"['move_surf', 'move_defog', 'move_fly']",['land'],epic,normal,dragon,185.0,medium_fast,170
0780-mega,[],할비롱,[],[],[],[],7,3.0,0.2,0.5,0.6,0.5,[],['land'],epic,normal,dragon,240.5,medium_fast,170
781,['steelworker'],타타륜,[],[],[],[],7,3.9,0.08,0.0,0.45,0.0,['move_surf'],['water'],rare,ghost,grass,210.0,medium_fast,181
782,"['bulletproof', 'soundproof', 'overcoat']",짜랑꼬,['candy_50'],['0783'],[],[],7,0.6,0.14,0.5,0.45,0.5,[],['land'],rare,dragon,,29.7,slow,60
783,"['bulletproof', 'soundproof', 'overcoat']",짜랑고우,['candy_75'],['0784'],[],[],7,1.2,0.14,0.5,0.45,0.5,[],['land'],rare,dragon,fighting,47.0,slow,147
784,"['bulletproof', 'soundproof', 'overcoat']",짜랑고우거,[],[],[],[],7,1.6,0.14,0.5,0.6,0.5,[],['land'],epic,dragon,fighting,78.2,slow,270
785,"['electric-surge', 'telepathy']",카푸꼬꼬꼭,[],[],[],[],7,1.8,0.01,0.0,0.75,0.0,"['move_mean-look', 'move_defog', 'move_fly']","['land','water']",legendary,electric,fairy,20.5,slow,257
786,"['psychic-surge', 'telepathy']",카푸나비나,[],[],[],[],7,1.2,0.01,0.0,0.75,0.0,['move_mean-look'],"['land','water']",legendary,psychic,fairy,18.6,slow,257
787,"['grassy-surge', 'telepathy']",카푸브루루,[],[],[],[],7,1.9,0.01,0.0,0.75,0.0,"['move_mean-look', 'move_rock-smash']","['land','water']",legendary,grass,fairy,45.5,slow,257
788,"['misty-surge', 'telepathy']",카푸느지느,[],[],[],[],7,1.3,0.01,0.0,0.75,0.0,"['move_surf', 'move_mean-look', 'move_defog', 'move_waterfall', 'move_dive']","['land','water']",legendary,water,fairy,21.2,slow,257
789,['unaware'],코스모그,['candy_70'],['0790'],[],[],7,0.2,0.03,0.0,0.75,0.0,[],"['land','water']",legendary,psychic,,0.1,slow,40
790,['sturdy'],코스모움,"['candy_140', 'candy_140']","['0791', '0792']",[],[],7,0.1,0.03,0.0,0.75,0.0,[],"['land','water']",legendary,psychic,,999.9,slow,140
791,['full_metal-body'],솔가레오,[],[],[],[],7,3.4,0.03,0.0,0.75,0.0,[],['land'],legendary,psychic,steel,230.0,slow,306
792,['shadow-shield'],루나아라,[],[],[],[],7,4.0,0.03,0.0,0.75,0.0,"['move_defog', 'move_fly']","['land','water']",legendary,psychic,ghost,120.0,slow,306
793,['beast-boost'],텅비드,[],[],[],[],7,1.2,0.14,0.0,0.6,0.0,[],"['land','water']",epic,rock,poison,55.5,slow,257
794,['beast-boost'],매시붕,[],[],[],[],7,2.4,0.14,0.0,0.6,0.0,[],['land'],epic,bug,fighting,333.6,slow,257
795,['beast-boost'],페로코체,[],[],[],[],7,1.8,0.14,0.0,0.6,0.0,[],['land'],epic,bug,fighting,25.0,slow,257
796,['beast-boost'],전수목,[],[],[],[],7,3.8,0.14,0.0,0.6,0.0,[],['land'],epic,electric,,100.0,slow,257
797,['beast-boost'],철화구야,[],[],[],[],7,9.2,0.14,0.0,0.6,0.0,['move_fly'],['land'],epic,steel,flying,999.9,slow,257
798,['beast-boost'],종이신도,[],[],[],[],7,0.3,0.14,0.0,0.6,0.0,"['move_defog', 'move_cut']","['land','water']",epic,grass,steel,0.1,slow,257
799,['beast-boost'],악식킹,[],[],[],[],7,5.5,0.14,0.0,0.6,0.0,[],['land'],epic,dark,dragon,888.0,slow,257
800,['prism-armor'],네크로즈마,[],[],[],[],7,2.4,0.03,0.0,0.75,0.0,[],['land'],legendary,psychic,,230.0,slow,270
0800-dusk,['prism-armor'],네크로즈마,[],[],[],[],7,3.8,0.03,0.0,0.75,0.0,[],"['land','water']",legendary,psychic,steel,460.0,slow,270
0800-dawn,['prism-armor'],네크로즈마,[],[],[],[],7,,0.03,0.0,0.75,0.0,[],"['land','water']",legendary,psychic,ghost,,slow,270
0800-ultra,['neuroforce'],네크로즈마,[],[],[],[],7,7.5,0.03,0.0,0.75,0.0,[],['land'],legendary,psychic,dragon,230.0,slow,270
801,['soul-heart'],마기아나,[],[],[],[],7,1.0,0.01,0.0,0.75,0.0,[],['land'],legendary,steel,fairy,80.5,slow,270
0801-original,['soul-heart'],마기아나,[],[],[],[],7,,0.01,0.0,0.75,0.0,[],['land'],legendary,steel,fairy,,slow,270
802,['technician'],마샤도,[],[],[],[],7,0.7,0.01,0.0,0.75,0.0,[],['land'],legendary,fighting,ghost,22.2,slow,270
803,['beast-boost'],베베놈,['move_dragon-pulse'],['0804'],[],[],7,0.6,0.14,0.0,0.6,0.0,[],['land'],epic,poison,,1.8,slow,189
804,['beast-boost'],아고용,[],[],[],[],7,3.6,0.14,0.0,0.6,0.0,['move_fly'],['land'],epic,poison,dragon,150.0,slow,243
805,['beast-boost'],차곡차곡,[],[],[],[],7,5.5,0.1,0.0,0.6,0.0,[],['land'],epic,rock,steel,820.0,slow,257
806,['beast-boost'],두파팡,[],[],[],[],7,1.8,0.1,0.0,0.6,0.0,[],['land'],epic,fire,ghost,13.0,slow,257
807,['volt-absorb'],제라오라,[],[],[],[],7,1.5,0.01,0.0,0.75,0.0,[],['land'],legendary,electric,,44.5,slow,270
0807-mega,[],제라오라,[],[],[],[],7,1.5,0.01,0.0,0.75,0.0,[],['land'],legendary,electric,,44.5,slow,270
808,['magnet-pull'],멜탄,[],[],[],[],7,0.2,0.01,0.0,0.75,0.0,[],['land'],legendary,steel,,8.0,slow,135
809,['iron-fist'],멜메탈,[],[],[],[],7,2.5,0.01,0.0,0.75,0.0,[],['land'],legendary,steel,,800.0,slow,270
0809-gmax,['iron-fist'],멜메탈,[],[],[],[],7,25.0,0.01,0.0,0.75,0.0,[],['land'],legendary,steel,,1000.0,slow,270
810,"['overgrow', 'grassy-surge']",흥나숭,['candy_50'],['0811'],[],[],8,0.3,0.14,0.12,0.6,0.88,['move_strength'],['land'],epic,grass,,5.0,medium_slow,62
811,"['overgrow', 'grassy-surge']",채키몽,['candy_100'],['0812'],[],[],8,0.7,0.14,0.12,0.6,0.88,['move_strength'],['land'],epic,grass,,14.0,medium_slow,147
812,"['overgrow', 'grassy-surge']",고릴타,[],[],[],[],8,2.1,0.14,0.12,0.6,0.88,['move_strength'],['land'],epic,grass,,90.0,medium_slow,265
0812-gmax,"['overgrow', 'grassy-surge']",고릴타,[],[],[],[],8,28.0,0.14,0.12,0.6,0.88,[],['land'],epic,grass,,1000.0,medium_slow,265
813,"['blaze', 'libero']",염버니,['candy_50'],['0814'],[],[],8,0.3,0.14,0.12,0.6,0.88,[],['land'],epic,fire,,4.5,medium_slow,62
814,"['blaze', 'libero']",래비풋,['candy_100'],['0815'],[],[],8,0.6,0.14,0.12,0.6,0.88,[],['land'],epic,fire,,9.0,medium_slow,147
815,"['blaze', 'libero']",에이스번,[],[],[],[],8,1.4,0.14,0.12,0.6,0.88,[],['land'],epic,fire,,33.0,medium_slow,265
0815-gmax,"['blaze', 'libero']",에이스번,[],[],[],[],8,27.0,0.14,0.12,0.6,0.88,[],['land'],epic,fire,,1000.0,medium_slow,265
816,"['torrent', 'sniper']",울머기,['candy_50'],['0817'],[],[],8,0.3,0.14,0.12,0.6,0.88,"['move_surf', 'move_waterfall', 'move_dive']","['land','water']",epic,water,,4.0,medium_slow,62
817,"['torrent', 'sniper']",누겔레온,['candy_100'],['0818'],[],[],8,0.7,0.14,0.12,0.6,0.88,"['move_surf', 'move_waterfall', 'move_dive']","['land','water']",epic,water,,11.5,medium_slow,147
818,"['torrent', 'sniper']",인텔리레온,[],[],[],[],8,1.9,0.14,0.12,0.6,0.88,"['move_surf', 'move_waterfall', 'move_dive']","['land','water']",epic,water,,45.2,medium_slow,265
0818-gmax,"['torrent', 'sniper']",인텔리레온,[],[],[],[],8,40.0,0.14,0.12,0.6,0.88,[],"['land','water']",epic,water,,1000.0,medium_slow,265
819,"['cheek-pouch', 'gluttony']",탐리스,['candy_24'],['0820'],[],[],8,0.3,0.8,0.5,0.35,0.5,[],['land'],common,normal,,2.5,medium_fast,55
820,"['cheek-pouch', 'gluttony']",요씽리스,[],[],[],[],8,0.6,0.28,0.5,0.45,0.5,[],['land'],rare,normal,,6.0,medium_fast,161
821,"['keen-eye', 'unnerve', 'big-pecks']",파라꼬,['candy_35'],['0822'],[],[],8,0.2,0.8,0.5,0.35,0.5,"['move_defog', 'move_rock-smash', 'move_fly']",['land'],common,flying,,1.8,medium_slow,49
822,"['keen-eye', 'unnerve', 'big-pecks']",파크로우,['candy_70'],['0823'],[],[],8,0.8,0.38,0.5,0.45,0.5,['move_fly'],"['land','water']",rare,flying,,16.0,medium_slow,128
823,"['pressure', 'unnerve', 'mirror-armor']",아머까오,[],[],[],[],8,2.2,0.14,0.5,0.6,0.5,"['move_defog', 'move_rock-smash', 'move_fly']","['land','water']",epic,flying,steel,75.0,medium_slow,248
0823-gmax,"['pressure', 'unnerve', 'mirror-armor']",아머까오,[],[],[],[],8,14.0,0.14,0.5,0.6,0.5,[],"['land','water']",epic,flying,steel,1000.0,medium_slow,248
824,"['swarm', 'compound-eyes', 'telepathy']",두루지벌레,['candy_25'],['0825'],[],[],8,0.4,0.8,0.5,0.35,0.5,[],['land'],common,bug,,8.0,medium_fast,36
825,"['swarm', 'compound-eyes', 'telepathy']",레돔벌레,['candy_50'],['0826'],[],[],8,,0.38,0.5,0.45,0.5,[],['land'],rare,bug,psychic,,medium_fast,117
826,"['swarm', 'frisk', 'telepathy']",이올브,[],[],[],[],8,0.4,0.14,0.5,0.6,0.5,[],['land'],epic,bug,psychic,40.8,medium_fast,253
0826-gmax,"['swarm', 'frisk', 'telepathy']",이올브,[],[],[],[],8,14.0,0.14,0.5,0.6,0.5,[],['land'],epic,bug,psychic,1000.0,medium_fast,253
827,"['run-away', 'unburden', 'stakeout']",훔처우,['candy_50'],['0828'],[],[],8,0.6,0.8,0.5,0.35,0.5,[],['land'],common,dark,,8.9,fast,49
828,"['run-away', 'unburden', 'stakeout']",폭슬라이,[],[],[],[],8,1.2,0.4,0.5,0.45,0.5,[],['land'],rare,dark,,19.9,fast,159
829,"['cotton-down', 'regenerator', 'effect-spore']",꼬모카,['candy_50'],['0830'],[],[],8,0.4,0.6,0.5,0.35,0.5,[],['land'],common,grass,,2.2,medium_fast,50
830,"['cotton-down', 'regenerator', 'effect-spore']",백솜모카,[],[],[],[],8,0.5,0.23,0.5,0.45,0.5,[],['land'],rare,grass,,2.5,medium_fast,161
831,"['fluffy', 'run-away', 'bulletproof']",우르,['candy_60'],['0832'],[],[],8,0.6,0.8,0.5,0.35,0.5,[],['land'],common,normal,,6.0,medium_fast,122
832,"['fluffy', 'steadfast', 'bulletproof']",배우르,[],[],[],[],8,1.3,0.4,0.5,0.45,0.5,[],['land'],rare,normal,,43.0,medium_fast,172
833,"['strong-jaw', 'shell-armor', 'swift-swim']",깨물부기,['candy_50'],['0834'],[],[],8,0.3,0.8,0.5,0.35,0.5,"['move_surf', 'move_waterfall', 'move_dive']","['land','water']",common,water,,8.5,medium_fast,57
834,"['strong-jaw', 'shell-armor', 'swift-swim']",갈가부기,[],[],[],[],8,1.0,0.23,0.5,0.45,0.5,"['move_surf', 'move_waterfall', 'move_dive']","['land','water']",rare,water,rock,115.5,medium_fast,170
0834-gmax,"['strong-jaw', 'shell-armor', 'swift-swim']",갈가부기,[],[],[],[],8,24.0,0.23,0.5,0.45,0.5,[],"['land','water']",rare,water,rock,1000.0,medium_fast,170
835,"['ball-fetch', 'rattled']",멍파치,['candy_50'],['0836'],[],[],8,0.3,0.8,0.5,0.35,0.5,[],['land'],common,electric,,13.5,fast,54
836,"['strong-jaw', 'competitive']",펄스멍,[],[],[],[],8,1.0,0.14,0.5,0.45,0.5,[],['land'],rare,electric,,34.0,fast,172
837,"['steam-engine', 'heatproof', 'flash-fire']",탄동,['candy_25'],['0838'],[],[],8,0.3,0.8,0.5,0.35,0.5,[],['land'],common,rock,,12.0,medium_slow,48
838,"['steam-engine', 'flame-body', 'flash-fire']",탄차곤,['candy_60'],['0839'],[],[],8,1.1,0.38,0.5,0.45,0.5,[],['land'],rare,rock,fire,78.0,medium_slow,144
839,"['steam-engine', 'flame-body', 'flash-fire']",석탄산,[],[],[],[],8,2.8,0.14,0.5,0.6,0.5,[],['land'],epic,rock,fire,310.5,medium_slow,255
0839-gmax,"['steam-engine', 'flame-body', 'flash-fire']",석탄산,[],[],[],[],8,42.0,0.14,0.5,0.6,0.5,[],['land'],epic,rock,fire,1000.0,medium_slow,255
840,"['ripen', 'gluttony', 'bulletproof']",과사삭벌레,"['tart-apple', 'sweet-apple', 'syrupy-apple']","['0841', '0842', '1011']",[],[],8,0.2,0.8,0.5,0.35,0.5,[],['land'],common,grass,dragon,0.5,fluctuating,52
841,"['ripen', 'gluttony', 'hustle']",애프룡,[],[],[],[],8,0.3,0.14,0.5,0.45,0.5,['move_fly'],['land'],rare,grass,dragon,1.0,fluctuating,170
0841-gmax,"['ripen', 'gluttony', 'hustle']",애프룡,[],[],[],[],8,24.0,0.14,0.5,0.45,0.5,[],['land'],rare,grass,dragon,1000.0,fluctuating,170
842,"['ripen', 'gluttony', 'thick-fat']",단지래플,[],[],[],[],8,0.4,0.14,0.5,0.45,0.5,[],['land'],rare,grass,dragon,13.0,fluctuating,170
0842-gmax,"['ripen', 'gluttony', 'thick-fat']",단지래플,[],[],[],[],8,24.0,0.14,0.5,0.45,0.5,[],['land'],rare,grass,dragon,1000.0,fluctuating,170
843,"['sand-spit', 'shed-skin', 'sand-veil']",모래뱀,['candy_45'],['0844'],[],[],8,2.2,0.8,0.5,0.35,0.5,[],['land'],common,ground,,7.6,medium_fast,63
844,"['sand-spit', 'shed-skin', 'sand-veil']",사다이사,[],[],[],[],8,3.8,0.38,0.5,0.45,0.5,[],['land'],rare,ground,,65.5,medium_fast,179
0844-gmax,"['sand-spit', 'shed-skin', 'sand-veil']",사다이사,[],[],[],[],8,22.0,0.38,0.5,0.45,0.5,[],['land'],rare,ground,,1000.0,medium_fast,179
845,['gulp_missile'],윽우지,[],[],[],[],8,0.8,0.14,0.5,0.45,0.5,"['move_surf', 'move_defog', 'move_dive', 'move_fly']","['land','water']",rare,flying,water,18.0,medium_fast,166
0845-gulping,['gulp_missile'],윽우지,[],[],[],[],8,0.8,0.14,0.5,0.45,0.5,"['move_surf', 'move_defog', 'move_dive', 'move_fly']","['land','water']",rare,flying,water,18.0,medium_fast,166
0845-gorging,['gulp_missile'],윽우지,[],[],[],[],8,0.8,0.14,0.5,0.45,0.5,"['move_surf', 'move_defog', 'move_dive', 'move_fly']","['land','water']",rare,flying,water,18.0,medium_fast,166
846,"['swift-swim', 'propeller-tail']",찌로꼬치,['candy_50'],['0847'],[],[],8,0.5,0.8,0.5,0.35,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,1.0,slow,56
847,"['swift-swim', 'propeller-tail']",꼬치조,[],[],[],[],8,1.3,0.19,0.5,0.45,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,,30.0,slow,172
848,"['rattled', 'static', 'klutz']",일레즌,['candy_50'],['0849'],[],[],8,0.4,0.23,0.5,0.45,0.5,[],['land'],rare,electric,poison,11.0,medium_slow,48
849,"['punk-rock', 'plus', 'technician']",스트린더,[],[],[],[],8,,0.14,0.5,0.6,0.5,[],['land'],epic,electric,poison,,medium_slow,176
0849-low-key,"['punk-rock', 'minus', 'technician']",스트린더,[],[],[],[],8,1.6,0.14,0.5,0.6,0.5,[],['land'],epic,electric,poison,40.0,medium_slow,176
0849-amped-gmax,"['punk-rock', 'plus', 'technician']",스트린더,[],[],[],[],8,24.0,0.14,0.5,0.6,0.5,[],['land'],epic,electric,poison,1000.0,medium_slow,176
0849-low-key-gmax,"['punk-rock', 'minus', 'technician']",스트린더,[],[],[],[],8,24.0,0.14,0.5,0.6,0.5,[],['land'],epic,electric,poison,1000.0,medium_slow,176
850,"['flash-fire', 'white-smoke', 'flame-body']",태우지네,['candy_60'],['0851'],[],[],8,0.7,0.55,0.5,0.45,0.5,[],['land'],rare,fire,bug,1.0,medium_fast,61
851,"['flash-fire', 'white-smoke', 'flame-body']",다태우지네,[],[],[],[],8,3.0,0.2,0.5,0.6,0.5,[],['land'],epic,fire,bug,120.0,medium_fast,184
0851-gmax,"['flash-fire', 'white-smoke', 'flame-body']",다태우지네,[],[],[],[],8,75.0,0.2,0.5,0.6,0.5,[],['land'],epic,fire,bug,1000.0,medium_fast,184
852,"['limber', 'technician']",때때무노,['move_taunt'],['0853'],[],[],8,0.6,0.57,0.5,0.35,0.5,"['move_rock-smash', 'move_waterfall', 'move_dive']",['land'],common,fighting,,4.0,medium_slow,62
853,"['limber', 'technician']",케오퍼스,[],[],[],[],8,1.6,0.14,0.5,0.45,0.5,"['move_surf', 'move_rock-smash', 'move_waterfall', 'move_dive']",['land'],rare,fighting,,39.0,medium_slow,168
854,"['weak-armor', 'cursed-body']",데인차,"['cracked-pot', 'chipped-pot']","['0855', '0855']",[],[],8,0.1,0.38,0.0,0.35,0.0,[],['land'],common,ghost,,0.2,medium_fast,62
855,"['weak-armor', 'cursed-body']",포트데스,[],[],[],[],8,0.2,0.19,0.0,0.45,0.0,[],['land'],rare,ghost,,0.4,medium_fast,178
856,"['healer', 'anticipation', 'magic-bounce']",몸지브림,['candy_45'],['0857'],[],[],8,0.4,0.74,1.0,0.35,0.0,[],['land'],common,psychic,,3.4,slow,53
857,"['healer', 'anticipation', 'magic-bounce']",손지브림,['candy_75'],['0858'],[],[],8,0.6,0.38,1.0,0.45,0.0,[],['land'],rare,psychic,,4.8,slow,130
858,"['healer', 'anticipation', 'magic-bounce']",브리무음,[],[],[],[],8,2.1,0.14,1.0,0.6,0.0,[],['land'],epic,psychic,fairy,5.1,slow,255
0858-gmax,"['healer', 'anticipation', 'magic-bounce']",브리무음,[],[],[],[],8,26.0,0.14,1.0,0.6,0.0,[],['land'],epic,psychic,fairy,1000.0,slow,255
859,"['ptierster', 'frisk', 'pickpocket']",메롱꿍,['candy_45'],['0860'],[],[],8,0.4,0.8,0.0,0.35,1.0,[],['land'],common,dark,fairy,5.5,medium_fast,53
860,"['ptierster', 'frisk', 'pickpocket']",쏘겨모,['candy_80'],['0861'],[],[],8,0.8,0.38,0.0,0.45,1.0,[],['land'],rare,dark,fairy,12.5,medium_fast,130
861,"['ptierster', 'frisk', 'pickpocket']",오롱털,[],[],[],[],8,1.5,0.14,0.0,0.6,1.0,[],['land'],epic,dark,fairy,61.0,medium_fast,255
0861-gmax,"['ptierster', 'frisk', 'pickpocket']",오롱털,[],[],[],[],8,32.0,0.14,0.0,0.6,1.0,[],['land'],epic,dark,fairy,1000.0,medium_fast,255
862,"['reckless', 'guts', 'defiant']",가로막구리,[],[],[],[],8,1.6,0.14,0.5,0.6,0.5,['move_surf'],['land'],epic,dark,normal,46.0,medium_fast,260
863,"['battle-armor', 'tough-claws', 'steely-spirit']",나이킹,[],[],[],[],8,0.8,0.28,0.5,0.45,0.5,[],['land'],rare,steel,,28.0,medium_fast,154
